Symbol,Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
QQQ|20231013|363.00C,QQQ,354.2,Call,363,2023-10-13,10,2.1,2.11,2.11,2.06,608,2083,-63,22.36%,"15:17 ET"
SPY|20231020|443.00C,SPY,421.16,Call,443,2023-10-20,17,0.37,0.38,0.38,0.36,949,11872,-61,14.82%,"15:14 ET"
SPY|20231027|350.00P,SPY,421.16,Put,350,2023-10-27,24,0.25,0.26,0.26,0.26,614,997,-60,35.63%,"14:57 ET"
XLU|20231020|60.00P,XLU,56.86,Put,60,2023-10-20,17,3.25,3.3,3.35,3.4,972,3049,-60,24.43%,"14:56 ET"
XOP|20231006|135.00P,XOP,142.42,Put,135,2023-10-06,3,0.19,0.2,0.21,0.21,1052,356,-58,41.55%,"15:09 ET"
IWM|20231215|140.00P,IWM,171.2,Put,140,2023-12-15,73,0.66,0.67,0.67,0.64,2665,31092,-58,31.42%,"14:53 ET"
SPY|20231117|420.00C,SPY,421.16,Call,420,2023-11-17,45,12.76,12.77,12.78,12.73,6047,4096,-58,18.84%,"15:19 ET"
TQQQ|20231117|35.00C,TQQQ,34.32,Call,35,2023-11-17,45,2.91,2.92,2.93,2.88,2919,2535,-57,65.33%,"15:15 ET"
QQQ|20231013|372.50C,QQQ,354.2,Call,372.5,2023-10-13,10,0.41,0.42,0.42,0.45,898,745,-56,20.70%,"14:42 ET"
SPY|20231020|435.00P,SPY,421.16,Put,435,2023-10-20,17,14.61,14.67,14.72,14.78,1227,44872,-56,14.84%,"15:19 ET"
TLT|20240119|110.00C,TLT,85.07,Call,110,2024-01-19,108,0.1,0.11,0.11,0.11,1218,33342,-55,22.82%,"15:20 ET"
SPY|20240315|400.00P,SPY,421.16,Put,400,2024-03-15,164,10.72,10.77,10.82,10.64,5414,48103,-55,20.26%,"14:57 ET"
ARKK|20240119|43.00C,ARKK,37.94,Call,43,2024-01-19,108,1.45,1.47,1.49,1.48,734,3764,-54,37.02%,"15:17 ET"
QQQ|20231006|350.00C,QQQ,354.2,Call,350,2023-10-06,3,6.18,6.2,6.21,6.21,1050,593,-54,29.40%,"15:20 ET"
SPY|20231010|425.00C,SPY,421.16,Call,425,2023-10-10,7,2.46,2.47,2.48,2.47,3503,5440,-54,17.36%,"15:21 ET"
IWM|20240119|175.00P,IWM,171.2,Put,175,2024-01-19,108,8.8,8.83,8.85,8.85,3584,29582,-53,20.54%,"15:11 ET"
SPY|20240119|435.00C,SPY,421.16,Call,435,2024-01-19,108,10.72,10.75,10.78,10.76,1017,16718,-52,15.74%,"15:20 ET"
SPY|20231215|395.00P,SPY,421.16,Put,395,2023-12-15,73,5.11,5.12,5.12,5.12,4046,20924,-52,21.46%,"15:20 ET"
SPY|20231020|395.00P,SPY,421.16,Put,395,2023-10-20,17,0.93,0.94,0.94,0.95,4611,41917,-52,23.35%,"15:19 ET"
QQQ|20231006|359.00C,QQQ,354.2,Call,359,2023-10-06,3,1.47,1.48,1.49,1.51,6215,3428,-51,25.95%,"15:19 ET"
SQQQ|20240119|40.00C,SQQQ,21.13,Call,40,2024-01-19,108,0.71,0.72,0.73,0.72,549,5178,-51,91.68%,"15:18 ET"
QQQ|20240315|240.00P,QQQ,354.2,Put,240,2024-03-15,164,1.29,1.3,1.31,1.3,1004,30149,-50,36.25%,"15:14 ET"
IWM|20231020|195.00P,IWM,171.2,Put,195,2023-10-20,17,23.91,23.96,24,24.03,1408,267,-50,0.00%,"15:11 ET"
IWM|20240119|165.00P,IWM,171.2,Put,165,2024-01-19,108,4.89,4.91,4.93,4.92,4593,15200,-50,22.73%,"15:17 ET"
IWM|20231006|169.00P,IWM,171.2,Put,169,2023-10-06,3,0.78,0.79,0.79,0.8,1709,2389,-49,26.12%,"15:16 ET"
SPY|20231020|380.00P,SPY,421.16,Put,380,2023-10-20,17,0.41,0.42,0.42,0.42,3430,60439,-49,28.06%,"15:17 ET"
TQQQ|20231020|35.50C,TQQQ,34.32,Call,35.5,2023-10-20,17,1.48,1.48,1.49,1.44,611,794,-48,66.66%,"15:13 ET"
XBI|20231020|68.00P,XBI,70.5,Put,68,2023-10-20,17,0.87,0.88,0.89,0.88,4037,1697,-48,32.62%,"15:12 ET"
EWZ|20231215|27.00P,EWZ,29.16,Put,27,2023-12-15,73,0.72,0.73,0.74,0.72,2482,35560,-47,32.26%,"14:36 ET"
QQQ|20231006|363.00C,QQQ,354.2,Call,363,2023-10-06,3,0.56,0.57,0.57,0.55,4476,4552,-47,24.84%,"15:18 ET"
SPY|20231005|419.00P,SPY,421.16,Put,419,2023-10-05,2,1.59,1.6,1.61,1.59,5658,627,-47,19.98%,"15:21 ET"
SPY|20231006|417.00P,SPY,421.16,Put,417,2023-10-06,3,1.61,1.62,1.62,1.64,10215,6232,-47,21.50%,"15:19 ET"
IWM|20231117|182.00C,IWM,171.2,Call,182,2023-11-17,45,1.4,1.4,1.41,1.41,514,1892,-47,19.82%,"15:20 ET"
SPY|20231012|419.00P,SPY,421.16,Put,419,2023-10-12,9,3.88,3.89,3.9,4.04,1019,1052,-47,18.91%,"15:12 ET"
VXX|20231020|22.50P,VXX,25.59,Put,22.5,2023-10-20,17,0.5,0.51,0.52,0.51,710,1205,-46,80.74%,"15:17 ET"
SPXU|20231020|13.00C,SPXU,12.48,Call,13,2023-10-20,17,0.42,0.44,0.45,0.45,1383,2230,-46,60.41%,"14:27 ET"
GLD|20231006|178.00P,GLD,169.2,Put,178,2023-10-06,3,8.7,8.75,8.8,8.85,6592,3087,-45,28.97%,"15:11 ET"
SPY|20231006|421.00C,SPY,421.16,Call,421,2023-10-06,3,3.38,3.39,3.39,3.39,15310,707,-45,21.94%,"15:21 ET"
TMF|20231013|5.00P,TMF,4.28,Put,5,2023-10-13,10,0.7,0.73,0.75,0.7,514,966,-45,65.12%,"14:14 ET"
SPY|20231110|448.00C,SPY,421.16,Call,448,2023-11-10,38,1.08,1.09,1.09,1.08,600,186,-45,14.55%,"14:43 ET"
TLT|20240315|85.00P,TLT,85.07,Put,85,2024-03-15,164,4,4.05,4.1,4.05,757,1083,-45,21.00%,"14:42 ET"
QQQ|20240315|375.00P,QQQ,354.2,Put,375,2024-03-15,164,28.35,28.41,28.47,27.87,612,30804,-42,20.97%,"13:34 ET"
FXI|20231215|30.85C,FXI,25.74,Call,30.85,2023-12-15,73,0.15,0.16,0.17,0.15,1551,84625,-42,29.37%,"15:18 ET"
SVIX|20231020|20.00P,SVIX,25.16,Put,20,2023-10-20,17,0.5,0.55,0.6,0.56,3104,7844,-42,116.36%,"15:07 ET"
SPY|20231020|419.00C,SPY,421.16,Call,419,2023-10-20,17,8.55,8.56,8.57,8.57,3872,732,-42,19.63%,"15:21 ET"
XLF|20231215|30.00P,XLF,32.31,Put,30,2023-12-15,73,0.43,0.44,0.44,0.45,6246,24195,-42,24.05%,"15:13 ET"
IWM|20231117|191.00C,IWM,171.2,Call,191,2023-11-17,45,0.27,0.28,0.28,0.27,588,2923,-41,18.70%,"15:15 ET"
SPY|20231103|431.00C,SPY,421.16,Call,431,2023-11-03,31,4.93,4.94,4.95,4.94,888,679,-41,17.18%,"15:20 ET"
SPY|20231027|370.00P,SPY,421.16,Put,370,2023-10-27,24,0.44,0.45,0.45,0.47,977,36459,-41,28.94%,"15:16 ET"
GDX|20231020|27.50C,GDX,26.08,Call,27.5,2023-10-20,17,0.31,0.32,0.33,0.31,1112,2377,-41,33.88%,"15:11 ET"
SPY|20231215|470.00P,SPY,421.16,Put,470,2023-12-15,73,48.43,49.02,49.61,49.12,572,508,-40,18.54%,"15:09 ET"
UVXY|20231020|15.00C,UVXY,18.57,Call,15,2023-10-20,17,4.1,4.15,4.2,4.3,576,1566,-40,111.57%,"15:13 ET"
SPY|20231103|436.00C,SPY,421.16,Call,436,2023-11-03,31,3.12,3.13,3.14,3.05,820,1064,-40,16.35%,"15:13 ET"
SPY|20231009|423.00C,SPY,421.16,Call,423,2023-10-09,6,2.91,2.92,2.93,2.88,2198,515,-40,17.29%,"15:18 ET"
TLT|20231027|88.00P,TLT,85.07,Put,88,2023-10-27,24,3.6,3.65,3.7,3.63,2897,366,-39,21.94%,"15:02 ET"
QQQ|20231005|358.00P,QQQ,354.2,Put,358,2023-10-05,2,4.77,4.81,4.84,4.81,4313,1393,-39,22.81%,"15:19 ET"
XBI|20231006|70.00P,XBI,70.5,Put,70,2023-10-06,3,0.6,0.62,0.64,0.62,519,429,-39,34.88%,"15:08 ET"
QQQ|20240119|270.00P,QQQ,354.2,Put,270,2024-01-19,108,1.36,1.37,1.37,1.33,524,21031,-39,33.32%,"14:53 ET"
TLT|20240119|95.00P,TLT,85.07,Put,95,2024-01-19,108,10.25,10.33,10.4,10.18,554,13751,-39,21.58%,"14:49 ET"
SPY|20231011|420.00C,SPY,421.16,Call,420,2023-10-11,8,5.37,5.38,5.39,5.28,599,341,-39,18.84%,"15:01 ET"
XLF|20231020|33.50C,XLF,32.31,Call,33.5,2023-10-20,17,0.15,0.16,0.16,0.15,639,8477,-39,19.15%,"15:16 ET"
SPXS|20231013|16.00C,SPXS,16.49,Call,16,2023-10-13,10,0.88,0.89,0.9,0.86,566,833,-38,54.26%,"14:54 ET"
IWM|20231117|162.00P,IWM,171.2,Put,162,2023-11-17,45,2.05,2.05,2.06,2.06,1358,3344,-38,24.27%,"15:09 ET"
IWM|20231006|183.00P,IWM,171.2,Put,183,2023-10-06,3,11.92,11.96,12,12,1279,818,-37,0.00%,"15:16 ET"
QQQ|20231117|325.00P,QQQ,354.2,Put,325,2023-11-17,45,2.88,2.89,2.9,2.9,5855,30096,-37,27.17%,"15:19 ET"
SPY|20231009|426.00C,SPY,421.16,Call,426,2023-10-09,6,1.71,1.71,1.72,1.72,6250,1364,-37,16.66%,"15:21 ET"
IWM|20231020|170.00P,IWM,171.2,Put,170,2023-10-20,17,2.73,2.74,2.74,2.75,10714,81418,-37,22.72%,"15:12 ET"
IWM|20231020|188.00P,IWM,171.2,Put,188,2023-10-20,17,16.91,16.96,17,17.02,11980,5236,-37,0.00%,"15:11 ET"
SPY|20231215|452.00C,SPY,421.16,Call,452,2023-12-15,73,2.41,2.42,2.43,2.38,528,7963,-37,14.26%,"14:34 ET"
SPY|20231117|456.00C,SPY,421.16,Call,456,2023-11-17,45,0.59,0.6,0.6,0.6,1081,10511,-36,13.95%,"15:18 ET"
SPY|20240119|425.00P,SPY,421.16,Put,425,2024-01-19,108,15.37,15.38,15.39,15.45,6341,28379,-35,17.16%,"15:18 ET"
IWM|20231020|182.00P,IWM,171.2,Put,182,2023-10-20,17,10.96,11,11.04,10.99,1300,13585,-34,18.57%,"15:08 ET"
SPY|20231117|404.00P,SPY,421.16,Put,404,2023-11-17,45,4.49,4.5,4.51,4.53,1920,17085,-33,20.14%,"15:17 ET"
SPY|20231020|443.00P,SPY,421.16,Put,443,2023-10-20,17,21.89,22.03,22.16,22.59,570,9911,-33,16.30%,"14:10 ET"
TQQQ|20231013|33.00C,TQQQ,34.32,Call,33,2023-10-13,10,2.41,2.42,2.43,2.52,718,212,-33,75.26%,"14:41 ET"
IWM|20240315|165.00P,IWM,171.2,Put,165,2024-03-15,164,6.26,6.28,6.29,6.46,929,38494,-33,22.51%,"14:09 ET"
VXX|20231006|29.50C,VXX,25.59,Call,29.5,2023-10-06,3,0.22,0.24,0.25,0.25,1132,411,-33,138.48%,"15:10 ET"
KRE|20231013|41.00P,KRE,39.93,Put,41,2023-10-13,10,1.59,1.6,1.61,1.49,525,966,-32,33.79%,"12:33 ET"
SPXS|20231006|17.00C,SPXS,16.49,Call,17,2023-10-06,3,0.2,0.21,0.21,0.21,1181,1049,-32,66.83%,"15:18 ET"
QQQ|20231010|358.00P,QQQ,354.2,Put,358,2023-10-10,7,6.24,6.27,6.29,6.26,1563,166,-32,21.24%,"15:20 ET"
SPY|20231004|430.00P,SPY,421.16,Put,430,2023-10-04,1,8.91,9.04,9.17,9.4,1944,3014,-32,26.17%,"15:15 ET"
TLT|20231215|80.00P,TLT,85.07,Put,80,2023-12-15,73,1.41,1.44,1.47,1.45,1235,5510,-31,24.55%,"15:14 ET"
SPY|20231215|456.00C,SPY,421.16,Call,456,2023-12-15,73,1.73,1.74,1.75,1.74,879,4082,-31,13.97%,"14:49 ET"
XLE|20231117|100.00C,XLE,88.52,Call,100,2023-11-17,45,0.29,0.3,0.3,0.28,3061,16135,-30,24.02%,"15:09 ET"
TLT|20250117|115.00C,TLT,85.07,Call,115,2025-01-17,472,1.44,1.52,1.6,1.6,1572,4204,-29,20.32%,"14:50 ET"
IWM|20240419|170.00P,IWM,171.2,Put,170,2024-04-19,199,8.71,8.76,8.81,9.01,2006,277,-29,21.58%,"14:18 ET"
QQQ|20231020|325.00P,QQQ,354.2,Put,325,2023-10-20,17,0.82,0.83,0.83,0.84,3241,66146,-29,29.47%,"15:16 ET"
SDOW|20231006|26.00C,SDOW,27.36,Call,26,2023-10-06,3,1.45,1.5,1.55,1.6,632,1392,-29,50.56%,"15:18 ET"
QQQ|20231020|354.00C,QQQ,354.2,Call,354,2023-10-20,17,7.73,7.74,7.75,7.73,716,1748,-29,23.92%,"15:19 ET"
SPY|20231215|432.00C,SPY,421.16,Call,432,2023-12-15,73,9.31,9.33,9.34,9.29,810,6837,-29,16.63%,"15:18 ET"
SQQQ|20231103|23.00C,SQQQ,21.13,Call,23,2023-11-03,31,1.14,1.15,1.16,1.14,1063,148,-29,73.86%,"15:19 ET"
SPY|20231215|406.00P,SPY,421.16,Put,406,2023-12-15,73,7.26,7.27,7.27,7.52,544,9464,-28,19.87%,"14:17 ET"
QQQ|20231027|358.00C,QQQ,354.2,Call,358,2023-10-27,24,6.99,7,7.01,7.02,1482,827,-28,22.86%,"15:18 ET"
XLF|20231020|33.00P,XLF,32.31,Put,33,2023-10-20,17,0.93,0.94,0.94,0.94,2316,76733,-28,19.43%,"15:19 ET"
UVXY|20231006|18.00P,UVXY,18.57,Put,18,2023-10-06,3,0.79,0.81,0.83,0.8,3956,590,-28,170.65%,"15:19 ET"
IWM|20231117|167.00P,IWM,171.2,Put,167,2023-11-17,45,3.29,3.3,3.31,3.22,6438,65645,-27,22.63%,"14:57 ET"
SPY|20231011|410.00P,SPY,421.16,Put,410,2023-10-11,8,1.25,1.26,1.26,1.23,611,545,-27,20.39%,"14:54 ET"
ARKK|20240119|42.00C,ARKK,37.94,Call,42,2024-01-19,108,1.74,1.76,1.77,1.76,879,1906,-27,37.10%,"15:17 ET"
SPY|20231006|445.00P,SPY,421.16,Put,445,2023-10-06,3,23.89,24.03,24.17,24.18,826,205,-26,34.46%,"15:11 ET"
QQQ|20231020|348.00P,QQQ,354.2,Put,348,2023-10-20,17,4.48,4.49,4.5,4.49,1079,6902,-26,24.48%,"15:20 ET"
SPY|20231027|425.00P,SPY,421.16,Put,425,2023-10-27,24,8.97,8.99,9,9.01,2766,5714,-26,17.02%,"15:18 ET"
FXI|20231020|27.00C,FXI,25.74,Call,27,2023-10-20,17,0.24,0.25,0.26,0.26,2898,11529,-26,31.49%,"15:21 ET"
QQQ|20231006|357.50P,QQQ,354.2,Put,357.5,2023-10-06,3,5.04,5.07,5.1,5.15,3359,3049,-26,24.35%,"15:18 ET"
IWM|20231020|179.00C,IWM,171.2,Call,179,2023-10-20,17,0.67,0.68,0.68,0.67,1221,7420,-25,20.68%,"15:20 ET"
GLD|20231020|180.00P,GLD,169.2,Put,180,2023-10-20,17,10.7,10.75,10.8,10.85,14046,21330,-25,18.32%,"15:11 ET"
QQQ|20231117|410.00C,QQQ,354.2,Call,410,2023-11-17,45,0.11,0.11,0.12,0.12,806,8247,-25,18.19%,"14:55 ET"
XLU|20231020|66.00P,XLU,56.86,Put,66,2023-10-20,17,9.05,9.1,9.15,9.15,831,554,-25,41.02%,"15:04 ET"
QQQ|20240315|435.00C,QQQ,354.2,Call,435,2024-03-15,164,1.18,1.19,1.2,1.27,601,3273,-24,17.53%,"12:04 ET"
UVXY|20231013|17.00P,UVXY,18.57,Put,17,2023-10-13,10,0.95,0.96,0.97,0.93,1476,242,-24,144.25%,"15:14 ET"
SPY|20240315|420.00C,SPY,421.16,Call,420,2024-03-15,164,25.28,25.38,25.47,25.4,2158,4249,-24,18.33%,"15:00 ET"
SQQQ|20231006|20.50P,SQQQ,21.13,Put,20.5,2023-10-06,3,0.31,0.32,0.32,0.31,11051,4413,-24,76.91%,"15:20 ET"
XLF|20240119|34.00P,XLF,32.31,Put,34,2024-01-19,108,2.08,2.09,2.11,1.99,506,44980,-23,17.67%,"13:24 ET"
TLT|20231027|85.00P,TLT,85.07,Put,85,2023-10-27,24,1.87,1.91,1.94,1.92,925,755,-23,23.49%,"15:18 ET"
UVIX|20231006|3.00C,UVIX,4.19,Call,3,2023-10-06,3,1.15,1.2,1.25,1.28,638,2421,-22,239.54%,"15:16 ET"
DIA|20231013|330.00P,DIA,329.73,Put,330,2023-10-13,10,3.5,3.55,3.6,3.6,1024,300,-22,16.35%,"15:19 ET"
SPY|20231027|440.00P,SPY,421.16,Put,440,2023-10-27,24,19.18,19.25,19.32,19,1079,2682,-22,13.80%,"14:46 ET"
QQQ|20231013|358.00C,QQQ,354.2,Call,358,2023-10-13,10,3.98,3.99,4,3.85,1785,1132,-22,23.61%,"15:14 ET"
QQQ|20231005|357.00C,QQQ,354.2,Call,357,2023-10-05,2,1.49,1.5,1.51,1.52,5527,2058,-22,25.60%,"15:19 ET"
SPY|20231229|460.00C,SPY,421.16,Call,460,2023-12-29,87,1.54,1.56,1.57,1.54,1388,12802,-21,13.17%,"15:15 ET"
SPY|20241220|440.00P,SPY,421.16,Put,440,2024-12-20,444,34.13,34.97,35.81,35,3023,20673,-21,18.30%,"14:51 ET"
GLD|20231020|169.00P,GLD,169.2,Put,169,2023-10-20,17,1.66,1.67,1.68,1.71,3143,3898,-21,13.50%,"14:06 ET"
XLE|20231215|90.00C,XLE,88.52,Call,90,2023-12-15,73,3.75,3.78,3.8,3.7,573,3439,-21,26.22%,"14:59 ET"
KRE|20240119|37.00P,KRE,39.93,Put,37,2024-01-19,108,1.74,1.75,1.76,1.73,527,2743,-20,37.62%,"14:57 ET"
SPY|20231103|429.00P,SPY,421.16,Put,429,2023-11-03,31,11.92,11.93,11.95,11.8,557,479,-20,16.45%,"14:59 ET"
URA|20231020|30.00C,URA,25.39,Call,30,2023-10-20,17,0.15,0.18,0.2,0.2,565,27528,-20,61.85%,"15:17 ET"
SPY|20231117|415.00C,SPY,421.16,Call,415,2023-11-17,45,16.07,16.09,16.11,16.18,627,18821,-20,19.71%,"14:40 ET"
SPY|20231027|402.00P,SPY,421.16,Put,402,2023-10-27,24,2.22,2.23,2.24,2.25,920,1770,-20,21.09%,"15:02 ET"
KRE|20231020|41.00C,KRE,39.93,Call,41,2023-10-20,17,0.75,0.76,0.76,0.76,1006,1129,-20,35.73%,"15:00 ET"
TLT|20231117|98.00C,TLT,85.07,Call,98,2023-11-17,45,0.14,0.15,0.15,0.14,2845,10228,-20,23.07%,"15:07 ET"
QQQ|20231020|370.00C,QQQ,354.2,Call,370,2023-10-20,17,1.48,1.48,1.49,1.47,8101,63223,-20,20.51%,"15:18 ET"
IWM|20231020|173.00C,IWM,171.2,Call,173,2023-10-20,17,2.6,2.61,2.61,2.59,2723,839,-19,22.87%,"15:20 ET"
SPY|20231020|402.00P,SPY,421.16,Put,402,2023-10-20,17,1.54,1.55,1.55,1.6,3074,4740,-19,21.75%,"15:16 ET"
XRT|20231006|61.00C,XRT,59.23,Call,61,2023-10-06,3,0.11,0.13,0.14,0.12,19627,16051,-19,30.90%,"15:19 ET"
USO|20231020|73.00P,USO,79.85,Put,73,2023-10-20,17,0.28,0.31,0.34,0.32,678,2130,-19,35.34%,"14:28 ET"
VXX|20231215|17.00P,VXX,25.59,Put,17,2023-12-15,73,0.21,0.22,0.24,0.23,540,761,-18,68.04%,"14:29 ET"
JETS|20231020|17.00P,JETS,16.42,Put,17,2023-10-20,17,0.78,0.8,0.82,0.8,1066,19794,-18,31.95%,"14:36 ET"
QQQ|20231013|340.00P,QQQ,354.2,Put,340,2023-10-13,10,1.46,1.47,1.48,1.5,2681,11888,-18,27.07%,"15:18 ET"
GLD|20231006|178.50P,GLD,169.2,Put,178.5,2023-10-06,3,9.2,9.25,9.3,9.35,5344,2444,-18,30.30%,"15:11 ET"
XLU|20231006|64.00P,XLU,56.86,Put,64,2023-10-06,3,7.05,7.1,7.15,7.2,751,530,-17,59.49%,"15:11 ET"
SPY|20231027|418.00P,SPY,421.16,Put,418,2023-10-27,24,6.01,6.02,6.03,6.06,1164,4815,-17,18.32%,"15:21 ET"
IWM|20231013|172.00C,IWM,171.2,Call,172,2023-10-13,10,2.31,2.32,2.32,2.33,1053,133,-16,23.90%,"15:19 ET"
SOXL|20240119|30.00C,SOXL,17.74,Call,30,2024-01-19,108,0.61,0.62,0.62,0.6,1112,10884,-16,81.19%,"15:13 ET"
SPXL|20231006|75.00P,SPXL,74.69,Put,75,2023-10-06,3,1.85,1.88,1.9,1.9,1154,158,-16,62.93%,"15:21 ET"
SPY|20231020|455.00P,SPY,421.16,Put,455,2023-10-20,17,33.88,34.02,34.16,34.33,1468,559,-16,22.58%,"15:11 ET"
VXX|20231020|23.00C,VXX,25.59,Call,23,2023-10-20,17,3.4,3.45,3.5,3.57,2178,9287,-16,79.79%,"15:13 ET"
XOP|20231020|150.00C,XOP,142.42,Call,150,2023-10-20,17,1.13,1.15,1.17,1.1,4666,1207,-16,30.32%,"15:15 ET"
KWEB|20231020|25.00P,KWEB,26.75,Put,25,2023-10-20,17,0.23,0.24,0.24,0.24,1728,6834,-15,38.59%,"14:45 ET"
SPY|20231006|448.00P,SPY,421.16,Put,448,2023-10-06,3,26.89,27.03,27.17,27.18,1777,429,-15,37.82%,"15:11 ET"
SPY|20231117|406.00P,SPY,421.16,Put,406,2023-11-17,45,4.9,4.91,4.92,5,1840,33685,-15,19.83%,"15:12 ET"
QQQ|20231027|355.00C,QQQ,354.2,Call,355,2023-10-27,24,8.6,8.62,8.63,8.59,1090,713,-15,23.49%,"15:19 ET"
QQQ|20231117|393.00C,QQQ,354.2,Call,393,2023-11-17,45,0.68,0.69,0.69,0.68,653,13230,-14,18.40%,"15:08 ET"
UVXY|20231006|22.50C,UVXY,18.57,Call,22.5,2023-10-06,3,0.29,0.3,0.31,0.27,654,1432,-14,198.95%,"14:59 ET"
TLT|20231117|95.00P,TLT,85.07,Put,95,2023-11-17,45,9.9,9.95,10,9.87,716,8456,-14,22.52%,"14:40 ET"
KRE|20231020|44.00P,KRE,39.93,Put,44,2023-10-20,17,4.2,4.25,4.3,4.28,1201,14475,-14,34.37%,"15:07 ET"
SPY|20240119|200.00P,SPY,421.16,Put,200,2024-01-19,108,0.16,0.17,0.17,0.17,2070,11075,-14,55.55%,"15:21 ET"
QQQ|20231117|310.00P,QQQ,354.2,Put,310,2023-11-17,45,1.45,1.46,1.46,1.48,2255,5631,-14,29.65%,"15:13 ET"
EWZ|20231020|31.00C,EWZ,29.16,Call,31,2023-10-20,17,0.18,0.19,0.2,0.19,15884,12314,-14,30.54%,"15:15 ET"
QQQ|20231027|330.00P,QQQ,354.2,Put,330,2023-10-27,24,1.85,1.86,1.87,1.85,1277,2789,-13,27.48%,"15:07 ET"
KWEB|20231117|31.00C,KWEB,26.75,Call,31,2023-11-17,45,0.29,0.3,0.31,0.29,1373,12775,-13,38.08%,"14:40 ET"
XBI|20231215|66.00P,XBI,70.5,Put,66,2023-12-15,73,1.8,1.83,1.85,1.98,2562,305,-13,32.03%,"14:09 ET"
XLP|20231020|66.00P,XLP,67.87,Put,66,2023-10-20,17,0.33,0.34,0.34,0.34,5332,4226,-13,18.32%,"15:14 ET"
GLD|20231006|176.00P,GLD,169.2,Put,176,2023-10-06,3,6.7,6.75,6.8,6.85,8043,3991,-13,23.51%,"15:11 ET"
QQQ|20231013|357.00P,QQQ,354.2,Put,357,2023-10-13,10,6.72,6.74,6.76,6.82,9388,6041,-13,22.93%,"15:18 ET"
SMH|20231006|145.00C,SMH,142.7,Call,145,2023-10-06,3,0.9,0.92,0.93,1.04,613,1279,-13,34.83%,"14:41 ET"
SPY|20231103|426.00C,SPY,421.16,Call,426,2023-11-03,31,7.24,7.25,7.26,7.19,727,735,-13,18.03%,"15:02 ET"
SPY|20231020|449.00P,SPY,421.16,Put,449,2023-10-20,17,27.89,28.03,28.16,28.18,901,287,-13,19.51%,"15:11 ET"
QQQ|20231010|359.00P,QQQ,354.2,Put,359,2023-10-10,7,6.85,6.88,6.91,6.88,1084,326,-13,21.00%,"15:18 ET"
IWM|20231215|172.00C,IWM,171.2,Call,172,2023-12-15,73,7,7.02,7.03,6.68,1159,1768,-13,22.42%,"14:15 ET"
XLV|20231020|132.00C,XLV,127.42,Call,132,2023-10-20,17,0.26,0.27,0.28,0.27,593,1007,-12,13.97%,"14:56 ET"
XLU|20231020|52.00P,XLU,56.86,Put,52,2023-10-20,17,0.13,0.14,0.14,0.14,813,345,-12,30.79%,"15:18 ET"
SPY|20231215|401.00P,SPY,421.16,Put,401,2023-12-15,73,6.19,6.2,6.2,6.12,874,2429,-12,20.59%,"15:00 ET"
IWM|20231229|175.00P,IWM,171.2,Put,175,2023-12-29,87,8.24,8.27,8.3,8.27,1077,6424,-12,20.52%,"15:17 ET"
KRE|20231020|43.00C,KRE,39.93,Call,43,2023-10-20,17,0.24,0.25,0.25,0.24,1652,6266,-12,34.03%,"14:10 ET"
SPY|20231020|396.00P,SPY,421.16,Put,396,2023-10-20,17,1,1.01,1.01,1.01,4155,5075,-12,23.16%,"15:21 ET"
IWM|20231215|135.00P,IWM,171.2,Put,135,2023-12-15,73,0.49,0.5,0.5,0.47,2083,9961,-11,33.57%,"14:56 ET"
SOXL|20231006|18.00C,SOXL,17.74,Call,18,2023-10-06,3,0.55,0.56,0.57,0.56,4115,1956,-11,105.07%,"15:19 ET"
HYG|20240119|74.00P,HYG,72.19,Put,74,2024-01-19,108,2.65,2.72,2.78,2.74,511,75135,-11,13.30%,"13:55 ET"
SPY|20231027|436.00P,SPY,421.16,Put,436,2023-10-27,24,15.89,15.94,15.99,15.95,628,2441,-11,14.83%,"15:02 ET"
VXX|20231020|32.00C,VXX,25.59,Call,32,2023-10-20,17,0.75,0.77,0.79,0.75,504,1694,-10,114.29%,"15:03 ET"
QQQ|20231020|305.00P,QQQ,354.2,Put,305,2023-10-20,17,0.29,0.3,0.3,0.28,508,38452,-10,37.03%,"14:56 ET"
SPY|20231215|402.00P,SPY,421.16,Put,402,2023-12-15,73,6.39,6.4,6.4,6.37,938,11815,-10,20.44%,"15:05 ET"
XLI|20231020|109.00P,XLI,99.65,Put,109,2023-10-20,17,9.4,9.45,9.5,9.45,975,360,-10,27.17%,"15:11 ET"
XLF|20240119|35.00P,XLF,32.31,Put,35,2024-01-19,108,2.81,2.84,2.86,2.81,1197,36752,-10,16.43%,"14:35 ET"
SPY|20231006|419.00C,SPY,421.16,Call,419,2023-10-06,3,4.58,4.6,4.61,4.61,2367,316,-10,22.79%,"15:21 ET"
SOXS|20231013|12.00C,SOXS,11.86,Call,12,2023-10-13,10,0.65,0.68,0.7,0.69,3245,571,-10,95.33%,"15:06 ET"
IWM|20231006|167.50P,IWM,171.2,Put,167.5,2023-10-06,3,0.44,0.45,0.45,0.46,1929,3150,-9,26.88%,"15:14 ET"
SPY|20231013|396.00P,SPY,421.16,Put,396,2023-10-13,10,0.48,0.49,0.49,0.48,1991,170,-9,24.87%,"14:51 ET"
GLD|20240119|175.00C,GLD,169.2,Call,175,2024-01-19,108,3.2,3.25,3.3,3.24,2362,4408,-9,12.21%,"15:17 ET"
